wave,posterior,var,xwaveid
5,0.0144,losatfs,0103451
6,0.0137,losatfs,0103451
7,0,losatfs,0103451
8,0,losatfs,0103451
-6,0,losatft,0103451
-5,0,losatft,0103451
-4,0,losatft,0103451
-3,0.0879,losatft,0103451
-2,0.4898,losatft,0103451
-1,0.2741,losatft,0103451
0,0.1697,losatft,0103451
1,0.1743,losatft,0103451
2,0.1603,losatft,0103451
3,0.1942,losatft,0103451
4,0.1683,losatft,0103451
5,0.2554,losatft,0103451
6,0.4143,losatft,0103451
7,0,losatft,0103451
8,0,losatft,0103451
-6,0,losathl,0103451
-5,0,losathl,0103451
-4,0,losathl,0103451
-3,0.0551,losathl,0103451
-2,0.0319,losathl,0103451
-1,0.0339,losathl,0103451
0,0.036,losathl,0103451
1,0.0505,losathl,0103451
2,0.0363,losathl,0103451
3,0.1511,losathl,0103451
4,0.0779,losathl,0103451
5,0.0538,losathl,0103451
6,0.0876,losathl,0103451
7,0,losathl,0103451
8,0,losathl,0103451
-6,0,losatlc,0103451
-5,0,losatlc,0103451
-4,0,losatlc,0103451
-3,0.0926,losatlc,0103451
-2,0.1512,losatlc,0103451
-1,0.0438,losatlc,0103451
0,0.0875,losatlc,0103451
1,0.0584,losatlc,0103451
2,0.057,losatlc,0103451
3,0.1486,losatlc,0103451
4,0.0954,losatlc,0103451
5,0.0691,losatlc,0103451
6,0.1038,losatlc,0103451
7,0,losatlc,0103451
8,0,losatlc,0103451
-6,0,losatnl,0103451
-5,0,losatnl,0103451
-4,0,losatnl,0103451
-3,0.0766,losatnl,0103451
-2,0.0626,losatnl,0103451
-1,0.0787,losatnl,0103451
0,0.0669,losatnl,0103451
1,0.0759,losatnl,0103451
2,0.13,losatnl,0103451
3,0.0608,losatnl,0103451
4,0.0443,losatnl,0103451
5,0.0809,losatnl,0103451
6,0.0545,losatnl,0103451
7,0,losatnl,0103451
8,0,losatnl,0103451
-6,0,losatsf,0103451
-5,0,losatsf,0103451
-4,0,losatsf,0103451
-3,0.0729,losatsf,0103451
-2,0.0871,losatsf,0103451
-1,0.0616,losatsf,0103451
0,0.091,losatsf,0103451
1,0.0623,losatsf,0103451
2,0.0801,losatsf,0103451
3,0.0525,losatsf,0103451
4,0.0996,losatsf,0103451
5,0.0707,losatsf,0103451
6,0.1915,losatsf,0103451
7,0,losatsf,0103451
8,0,losatsf,0103451
-6,0,losatyh,0103451
-5,0,losatyh,0103451
-4,0,losatyh,0103451
-3,0.0743,losatyh,0103451
-2,0.0821,losatyh,0103451
-1,0.0433,losatyh,0103451
0,0.0465,losatyh,0103451
1,0.0318,losatyh,0103451
2,0.0408,losatyh,0103451
3,0.0352,losatyh,0103451
4,0.0484,losatyh,0103451
5,0.1593,losatyh,0103451
6,0.0966,losatyh,0103451
7,0,losatyh,0103451
8,0,losatyh,0103451
-6,0,lssupac,0103451
-5,0,lssupac,0103451
-4,0,lssupac,0103451
-3,0.0239,lssupac,0103451
-2,0.0187,lssupac,0103451
-1,0.0557,lssupac,0103451
0,0.0178,lssupac,0103451
1,0.0249,lssupac,0103451
2,0.0424,lssupac,0103451
3,0.0172,lssupac,0103451
4,0.0345,lssupac,0103451
5,0.0286,lssupac,0103451
6,0.0281,lssupac,0103451
7,0,lssupac,0103451
8,0,lssupac,0103451
-6,0,lssuplt,0103451
-5,0,lssuplt,0103451
-4,0,lssuplt,0103451
-3,0.0595,lssuplt,0103451
-2,0.0272,lssuplt,0103451
-1,0.0887,lssuplt,0103451
0,0.0363,lssuplt,0103451
1,0.0481,lssuplt,0103451
2,0.072,lssuplt,0103451
3,0.0285,lssuplt,0103451
4,0.0486,lssuplt,0103451
5,0.0344,lssuplt,0103451
6,0.051,lssuplt,0103451
7,0,lssuplt,0103451
8,0,lssuplt,0103451
-6,0,lssupnh,0103451
-5,0,lssupnh,0103451
-4,0,lssupnh,0103451
-3,0.0524,lssupnh,0103451
-2,0.055,lssupnh,0103451
-1,0.045,lssupnh,0103451
0,0.0459,lssupnh,0103451
1,0.0462,lssupnh,0103451
2,0.0449,lssupnh,0103451
3,0.0495,lssupnh,0103451
4,0.0505,lssupnh,0103451
5,0.0647,lssupnh,0103451
6,0.0607,lssupnh,0103451
7,0,lssupnh,0103451
8,0,lssupnh,0103451
-6,0,lssupvl,0103451
-5,0,lssupvl,0103451
-4,0,lssupvl,0103451
-3,0.0741,lssupvl,0103451
-2,0.0428,lssupvl,0103451
-1,0.0473,lssupvl,0103451
0,0.0492,lssupvl,0103451
1,0.0526,lssupvl,0103451
2,0.0464,lssupvl,0103451
3,0.0456,lssupvl,0103451
4,0.0487,lssupvl,0103451
5,0.0619,lssupvl,0103451
6,0.0766,lssupvl,0103451
7,0,lssupvl,0103451
8,0,lssupvl,0103451
-6,0,ghmh,0103728
-5,0,ghmh,0103728
-4,0,ghmh,0103728
-3,0.0495,ghmh,0103728
-2,0.0558,ghmh,0103728
-1,0.0343,ghmh,0103728
0,0.0317,ghmh,0103728
1,0.0434,ghmh,0103728
2,0.0272,ghmh,0103728
3,0.0393,ghmh,0103728
4,0.0305,ghmh,0103728
5,0.0325,ghmh,0103728
6,0.041,ghmh,0103728
7,0,ghmh,0103728
8,0,ghmh,0103728
-6,0,losat,0103728
-5,0,losat,0103728
-4,0,losat,0103728
-3,0.0636,losat,0103728
-2,0.0461,losat,0103728
-1,0.0615,losat,0103728
0,0.0481,losat,0103728
1,0.081,losat,0103728
2,0.0508,losat,0103728
3,0.0428,losat,0103728
4,0.0475,losat,0103728
5,0.0605,losat,0103728
6,0.0441,losat,0103728
7,0,losat,0103728
8,0,losat,0103728
-6,0,losateo,0103728
-5,0,losateo,0103728
-4,0,losateo,0103728
-3,0.1597,losateo,0103728
-2,0.0235,losateo,0103728
-1,0.0359,losateo,0103728
0,0.0596,losateo,0103728
1,0.0296,losateo,0103728
2,0.0245,losateo,0103728
3,0.0296,losateo,0103728
4,0.0298,losateo,0103728
5,0.0238,losateo,0103728
6,0.0228,losateo,0103728
7,0,losateo,0103728
8,0,losateo,0103728
-6,0,losatfs,0103728
-5,0,losatfs,0103728
-4,0,losatfs,0103728
-3,0.1302,losatfs,0103728
-2,0.0713,losatfs,0103728
-1,0.0541,losatfs,0103728
0,0.1587,losatfs,0103728
1,0.1105,losatfs,0103728
2,0.1474,losatfs,0103728
3,0.0707,losatfs,0103728
4,0.0991,losatfs,0103728
5,0.0816,losatfs,0103728
6,0.0986,losatfs,0103728
7,0,losatfs,0103728
8,0,losatfs,0103728
-6,0,losatft,0103728
-5,0,losatft,0103728
-4,0,losatft,0103728
-3,0.0508,losatft,0103728
-2,0.0579,losatft,0103728
-1,0.0562,losatft,0103728
0,0.0461,losatft,0103728
1,0.1096,losatft,0103728
2,0.0154,losatft,0103728
3,0.0328,losatft,0103728
4,0.032,losatft,0103728
5,0.0243,losatft,0103728
6,0.0359,losatft,0103728
7,0,losatft,0103728
8,0,losatft,0103728
-6,0,losathl,0103728
-5,0,losathl,0103728
-4,0,losathl,0103728
-3,0.1482,losathl,0103728
-2,0.106,losathl,0103728
-1,0.2278,losathl,0103728
0,0.1282,losathl,0103728
1,0.3925,losathl,0103728
2,0.1631,losathl,0103728
3,0.0724,losathl,0103728
4,0.0699,losathl,0103728
5,0.0544,losathl,0103728
6,0.0619,losathl,0103728
7,0,losathl,0103728
8,0,losathl,0103728
-6,0,losatlc,0103728
-5,0,losatlc,0103728
-4,0,losatlc,0103728
-3,0.0086,losatlc,0103728
-2,0.0101,losatlc,0103728
-1,0.011,losatlc,0103728
0,0.0126,losatlc,0103728
1,0.0146,losatlc,0103728
2,0.0158,losatlc,0103728
3,0.0148,losatlc,0103728
4,0.0151,losatlc,0103728
5,0.0301,losatlc,0103728
6,0.0295,losatlc,0103728
7,0,losatlc,0103728
8,0,losatlc,0103728
-6,0,losatnl,0103728
-5,0,losatnl,0103728
-4,0,losatnl,0103728
-3,0.1508,losatnl,0103728
-2,0.1802,losatnl,0103728
-1,0.6289,losatnl,0103728
0,0.233,losatnl,0103728
1,0.1617,losatnl,0103728
2,0.0716,losatnl,0103728
3,0.0516,losatnl,0103728
4,0.036,losatnl,0103728
5,0.3148,losatnl,0103728
6,0.1416,losatnl,0103728
7,0,losatnl,0103728
8,0,losatnl,0103728
-6,0,losatsf,0103728
-5,0,losatsf,0103728
-4,0,losatsf,0103728
-3,0.071,losatsf,0103728
-2,0.0718,losatsf,0103728
-1,0.0637,losatsf,0103728
0,0.0664,losatsf,0103728
1,0.0474,losatsf,0103728
2,0.0688,losatsf,0103728
3,0.076,losatsf,0103728
4,0.0592,losatsf,0103728
5,0.12,losatsf,0103728
6,0.0865,losatsf,0103728
7,0,losatsf,0103728
8,0,losatsf,0103728
-6,0,losatyh,0103728
-5,0,losatyh,0103728
-4,0,losatyh,0103728
-3,0.1151,losatyh,0103728
-2,0.2015,losatyh,0103728
-1,0.1124,losatyh,0103728
0,0.1198,losatyh,0103728
1,0.078,losatyh,0103728
2,0.1076,losatyh,0103728
3,0.1032,losatyh,0103728
4,0.0806,losatyh,0103728
5,0.0707,losatyh,0103728
6,0.1083,losatyh,0103728
7,0,losatyh,0103728
8,0,losatyh,0103728
-6,0,lssupac,0103728
-5,0,lssupac,0103728
-4,0,lssupac,0103728
-3,0.0176,lssupac,0103728
-2,0.0167,lssupac,0103728
-1,0.0152,lssupac,0103728
0,0.0169,lssupac,0103728
1,0.0218,lssupac,0103728
2,0.0386,lssupac,0103728
3,0.0073,lssupac,0103728
4,0.0192,lssupac,0103728
5,0.0154,lssupac,0103728
6,0.0196,lssupac,0103728
7,0,lssupac,0103728
8,0,lssupac,0103728
-6,0,lssuplt,0103728
-5,0,lssuplt,0103728
-4,0,lssuplt,0103728
-3,0.0246,lssuplt,0103728
-2,0.0143,lssuplt,0103728
-1,0.0275,lssuplt,0103728
0,0.0227,lssuplt,0103728
1,0.0189,lssuplt,0103728
2,0.0198,lssuplt,0103728
3,0.0172,lssuplt,0103728
4,0.0388,lssuplt,0103728
5,0.0221,lssuplt,0103728
6,0.0359,lssuplt,0103728
7,0,lssuplt,0103728
8,0,lssuplt,0103728
-6,0,lssupnh,0103728
-5,0,lssupnh,0103728
-4,0,lssupnh,0103728
-3,0.1698,lssupnh,0103728
-2,0.148,lssupnh,0103728
-1,0.2105,lssupnh,0103728
0,0.1341,lssupnh,0103728
1,0.6436,lssupnh,0103728
2,0.2381,lssupnh,0103728
3,0.1437,lssupnh,0103728
4,0.1206,lssupnh,0103728
5,0.096,lssupnh,0103728
6,0.112,lssupnh,0103728
7,0,lssupnh,0103728
8,0,lssupnh,0103728
-6,0,lssupvl,0103728
-5,0,lssupvl,0103728
-4,0,lssupvl,0103728
-3,0.0393,lssupvl,0103728
-2,0.0381,lssupvl,0103728
-1,0.0633,lssupvl,0103728
0,0.0587,lssupvl,0103728
1,0.0428,lssupvl,0103728
2,0.032,lssupvl,0103728
3,0.0323,lssupvl,0103728
4,0.028,lssupvl,0103728
5,0.023,lssupvl,0103728
6,0.0314,lssupvl,0103728
7,0,lssupvl,0103728
8,0,lssupvl,0103728
-6,0,ghmh,0104378
-5,0,ghmh,0104378
-4,0,ghmh,0104378
-3,0.0178,ghmh,0104378
-2,0.0542,ghmh,0104378
-1,0.0143,ghmh,0104378
0,0.0131,ghmh,0104378
1,0.0141,ghmh,0104378
2,0.0115,ghmh,0104378
3,0.01,ghmh,0104378
4,0.0064,ghmh,0104378
5,0.0126,ghmh,0104378
6,0.0117,ghmh,0104378
7,0,ghmh,0104378
8,0,ghmh,0104378
-6,0,losat,0104378
-5,0,losat,0104378
-4,0,losat,0104378
-3,0.1326,losat,0104378
-2,0.1308,losat,0104378
-1,0.1951,losat,0104378
0,0.1965,losat,0104378
1,0.2713,losat,0104378
2,0.2231,losat,0104378
3,0.1235,losat,0104378
4,0.1127,losat,0104378
5,0.0763,losat,0104378
6,0.106,losat,0104378
7,0,losat,0104378
8,0,losat,0104378
-6,0,losateo,0104378
-5,0,losateo,0104378
-4,0,losateo,0104378
-3,0.0865,losateo,0104378
-2,0.0245,losateo,0104378
-1,0.0297,losateo,0104378
0,0.0282,losateo,0104378
1,0.0201,losateo,0104378
2,0.0336,losateo,0104378
3,0.0532,losateo,0104378
4,0.0354,losateo,0104378
5,0.0271,losateo,0104378
6,0.0357,losateo,0104378
7,0,losateo,0104378
8,0,losateo,0104378
-6,0,losatfs,0104378
-5,0,losatfs,0104378
-4,0,losatfs,0104378
-3,0.009,losatfs,0104378
-2,0.0046,losatfs,0104378
-1,0.0036,losatfs,0104378
0,0.0061,losatfs,0104378
1,0.0041,losatfs,0104378
2,0.0054,losatfs,0104378
3,0.0032,losatfs,0104378
4,0.0098,losatfs,0104378
5,0.0097,losatfs,0104378
6,0.0091,losatfs,0104378
7,0,losatfs,0104378
8,0,losatfs,0104378
-6,0,losatft,0104378
-5,0,losatft,0104378
-4,0,losatft,0104378
-3,0.568,losatft,0104378
-2,0.1952,losatft,0104378
-1,0.1432,losatft,0104378
0,0.1261,losatft,0104378
1,0.1728,losatft,0104378
2,0.2649,losatft,0104378
3,0.1023,losatft,0104378
4,0.1745,losatft,0104378
5,0.121,losatft,0104378
6,0.1885,losatft,0104378
7,0,losatft,0104378
8,0,losatft,0104378
-6,0,losathl,0104378
-5,0,losathl,0104378
-4,0,losathl,0104378
-3,0.0138,losathl,0104378
-2,0.0084,losathl,0104378
-1,0.0064,losathl,0104378
0,0.0091,losathl,0104378
1,0.008,losathl,0104378
2,0.0052,losathl,0104378
3,0.0078,losathl,0104378
4,0.0079,losathl,0104378
5,0.0092,losathl,0104378
6,0.0096,losathl,0104378
7,0,losathl,0104378
8,0,losathl,0104378
-6,0,losatlc,0104378
-5,0,losatlc,0104378
-4,0,losatlc,0104378
-3,0.0513,losatlc,0104378
-2,0.0482,losatlc,0104378
-1,0.0358,losatlc,0104378
0,0.0514,losatlc,0104378
1,0.034,losatlc,0104378
2,0.0403,losatlc,0104378
3,0.0345,losatlc,0104378
4,0.0477,losatlc,0104378
5,0.0325,losatlc,0104378
6,0.1068,losatlc,0104378
7,0,losatlc,0104378
8,0,losatlc,0104378
-6,0,losatnl,0104378
-5,0,losatnl,0104378
-4,0,losatnl,0104378
-3,0.0071,losatnl,0104378
-2,0.0078,losatnl,0104378
-1,0.0042,losatnl,0104378
0,0.0094,losatnl,0104378
1,0.0035,losatnl,0104378
2,0.0054,losatnl,0104378
3,0.0051,losatnl,0104378
4,0.0081,losatnl,0104378
5,0.0047,losatnl,0104378
6,0.0093,losatnl,0104378
7,0,losatnl,0104378
8,0,losatnl,0104378
-6,0,losatsf,0104378
-5,0,losatsf,0104378
-4,0,losatsf,0104378
-3,0.0485,losatsf,0104378
-2,0.0475,losatsf,0104378
-1,0.0364,losatsf,0104378
0,0.0446,losatsf,0104378
1,0.0263,losatsf,0104378
2,0.0279,losatsf,0104378
3,0.0288,losatsf,0104378
4,0.0388,losatsf,0104378
5,0.0342,losatsf,0104378
6,0.0419,losatsf,0104378
7,0,losatsf,0104378
8,0,losatsf,0104378
-6,0,losatyh,0104378
-5,0,losatyh,0104378
-4,0,losatyh,0104378
-3,0.0435,losatyh,0104378
-2,0.0477,losatyh,0104378
-1,0.0377,losatyh,0104378
0,0.0374,losatyh,0104378
1,0.0508,losatyh,0104378
2,0.0381,losatyh,0104378
3,0.0481,losatyh,0104378
4,0.0452,losatyh,0104378
5,0.0499,losatyh,0104378
6,0.0633,losatyh,0104378
7,0,losatyh,0104378
8,0,losatyh,0104378
-6,0,lssupac,0104378
-5,0,lssupac,0104378
-4,0,lssupac,0104378
-3,0.0636,lssupac,0104378
-2,0.051,lssupac,0104378
-1,0.0639,lssupac,0104378
0,0.0662,lssupac,0104378
1,0.1694,lssupac,0104378
2,0.0963,lssupac,0104378
3,0.083,lssupac,0104378
4,0.0697,lssupac,0104378
5,0.162,lssupac,0104378
6,0.111,lssupac,0104378
7,0,lssupac,0104378
8,0,lssupac,0104378
-6,0,lssuplt,0104378
-5,0,lssuplt,0104378
-4,0,lssuplt,0104378
-3,0.0872,lssuplt,0104378
-2,0.06,lssuplt,0104378
-1,0.0889,lssuplt,0104378
0,0.0724,lssuplt,0104378
1,0.3365,lssuplt,0104378
2,0.1335,lssuplt,0104378
3,0.101,lssuplt,0104378
4,0.1036,lssuplt,0104378
5,0.1068,lssuplt,0104378
6,0.2319,lssuplt,0104378
7,0,lssuplt,0104378
8,0,lssuplt,0104378
-6,0,lssupnh,0104378
-5,0,lssupnh,0104378
-4,0,lssupnh,0104378
-3,0.0144,lssupnh,0104378
-2,0.015,lssupnh,0104378
-1,0.0196,lssupnh,0104378
0,0.0219,lssupnh,0104378
1,0.0277,lssupnh,0104378
2,0.0133,lssupnh,0104378
3,0.0185,lssupnh,0104378
4,0.015,lssupnh,0104378
5,0.0198,lssupnh,0104378
6,0.0171,lssupnh,0104378
7,0,lssupnh,0104378
8,0,lssupnh,0104378
-6,0,lssupvl,0104378
-5,0,lssupvl,0104378
-4,0,lssupvl,0104378
-3,0.0089,lssupvl,0104378
-2,0.0065,lssupvl,0104378
-1,0.0076,lssupvl,0104378
0,0.0105,lssupvl,0104378
1,0.0197,lssupvl,0104378
2,0.0062,lssupvl,0104378
3,0.0098,lssupvl,0104378
4,0.0097,lssupvl,0104378
5,0.0152,lssupvl,0104378
6,0.0104,lssupvl,0104378
7,0,lssupvl,0104378
8,0,lssupvl,0104378
-6,0,ghmh,0104659
-5,0,ghmh,0104659
-4,0,ghmh,0104659
-3,0.0097,ghmh,0104659
-2,0.0136,ghmh,0104659
-1,0.0278,ghmh,0104659
0,0.0133,ghmh,0104659
1,0.016,ghmh,0104659
2,0.0058,ghmh,0104659
3,0.0065,ghmh,0104659
4,0.0064,ghmh,0104659
5,0.0112,ghmh,0104659
6,0.012,ghmh,0104659
7,0,ghmh,0104659
8,0,ghmh,0104659
-6,0,losat,0104659
-5,0,losat,0104659
-4,0,losat,0104659
-3,0.0297,losat,0104659
-2,0.0153,losat,0104659
-1,0.0085,losat,0104659
0,0.0095,losat,0104659
1,0.0079,losat,0104659
2,0.0097,losat,0104659
3,0.0115,losat,0104659
4,0.0122,losat,0104659
5,0.016,losat,0104659
6,0.0299,losat,0104659
7,0,losat,0104659
8,0,losat,0104659
-6,0,losateo,0104659
-5,0,losateo,0104659
-4,0,losateo,0104659
-3,0.1266,losateo,0104659
-2,0.0359,losateo,0104659
-1,0.0274,losateo,0104659
0,0.0284,losateo,0104659
1,0.0189,losateo,0104659
2,0.015,losateo,0104659
3,0.0161,losateo,0104659
4,0.0149,losateo,0104659
5,0.0183,losateo,0104659
6,0.0144,losateo,0104659
7,0,losateo,0104659
8,0,losateo,0104659
-6,0,losatfs,0104659
-5,0,losatfs,0104659
-4,0,losatfs,0104659
-3,0.0088,losatfs,0104659
-2,0.0077,losatfs,0104659
-1,0.008,losatfs,0104659
0,0.0063,losatfs,0104659
1,0.0011,losatfs,0104659
2,0.0022,losatfs,0104659
3,0.0029,losatfs,0104659
4,0.0036,losatfs,0104659
5,0.0036,losatfs,0104659
6,0.0053,losatfs,0104659
7,0,losatfs,0104659
8,0,losatfs,0104659
-6,0,losatft,0104659
-5,0,losatft,0104659
-4,0,losatft,0104659
-3,0.1107,losatft,0104659
-2,0.0126,losatft,0104659
-1,0.0072,losatft,0104659
0,0.0071,losatft,0104659
1,0.0093,losatft,0104659
2,0.0087,losatft,0104659
3,0.0102,losatft,0104659
4,0.0084,losatft,0104659
5,0.0083,losatft,0104659
6,0.0078,losatft,0104659
7,0,losatft,0104659
8,0,losatft,0104659
-6,0,losathl,0104659
-5,0,losathl,0104659
-4,0,losathl,0104659
-3,0.0068,losathl,0104659
-2,0.008,losathl,0104659
-1,0.005,losathl,0104659
0,0.0062,losathl,0104659
1,0.0084,losathl,0104659
2,0.0061,losathl,0104659
3,0.0078,losathl,0104659
4,0.0159,losathl,0104659
5,0.0055,losathl,0104659
6,0.0093,losathl,0104659
7,0,losathl,0104659
8,0,losathl,0104659
-6,0,losatlc,0104659
-5,0,losatlc,0104659
-4,0,losatlc,0104659
-3,2e-4,losatlc,0104659
-2,2e-4,losatlc,0104659
-1,0,losatlc,0104659
0,0,losatlc,0104659
1,0,losatlc,0104659
2,0,losatlc,0104659
3,2e-4,losatlc,0104659
4,1e-4,losatlc,0104659
5,3e-4,losatlc,0104659
6,4e-4,losatlc,0104659
7,0,losatlc,0104659
8,0,losatlc,0104659
-6,0,losatnl,0104659
-5,0,losatnl,0104659
-4,0,losatnl,0104659
-3,0.0287,losatnl,0104659
-2,0.0049,losatnl,0104659
-1,0.0053,losatnl,0104659
0,0.0092,losatnl,0104659
1,0.0426,losatnl,0104659
2,0.0207,losatnl,0104659
3,0.0133,losatnl,0104659
4,0.0075,losatnl,0104659
5,0.0047,losatnl,0104659
6,0.0044,losatnl,0104659
7,0,losatnl,0104659
8,0,losatnl,0104659
-6,0,losatsf,0104659
-5,0,losatsf,0104659
-4,0,losatsf,0104659
-3,0.0525,losatsf,0104659
-2,0.0469,losatsf,0104659
-1,0.0563,losatsf,0104659
0,0.1667,losatsf,0104659
1,0.0556,losatsf,0104659
2,0.0337,losatsf,0104659
3,0.0215,losatsf,0104659
4,0.0178,losatsf,0104659
5,0.0217,losatsf,0104659
6,0.017,losatsf,0104659
7,0,losatsf,0104659
8,0,losatsf,0104659
-6,0,losatyh,0104659
-5,0,losatyh,0104659
-4,0,losatyh,0104659
-3,0.024,losatyh,0104659
-2,0.0163,losatyh,0104659
-1,0.0202,losatyh,0104659
0,0.0123,losatyh,0104659
1,0.0242,losatyh,0104659
2,0.0179,losatyh,0104659
3,0.0233,losatyh,0104659
4,0.0221,losatyh,0104659
5,0.0208,losatyh,0104659
6,0.0282,losatyh,0104659
7,0,losatyh,0104659
8,0,losatyh,0104659
-6,0,lssupac,0104659
-5,0,lssupac,0104659
-4,0,lssupac,0104659
-3,0.1081,lssupac,0104659
-2,0.1733,lssupac,0104659
-1,0.0363,lssupac,0104659
0,0.059,lssupac,0104659
1,0.0335,lssupac,0104659
2,0.0639,lssupac,0104659
3,0.042,lssupac,0104659
4,0.0657,lssupac,0104659
5,0.0576,lssupac,0104659
6,0.0619,lssupac,0104659
7,0,lssupac,0104659
8,0,lssupac,0104659
-6,0,lssuplt,0104659
-5,0,lssuplt,0104659
-4,0,lssuplt,0104659
-3,0.0704,lssuplt,0104659
-2,0.0783,lssuplt,0104659
-1,0.1034,lssuplt,0104659
0,0.1274,lssuplt,0104659
1,0.1066,lssuplt,0104659
2,0.1195,lssuplt,0104659
3,0.0616,lssuplt,0104659
4,0.1025,lssuplt,0104659
5,0.0753,lssuplt,0104659
6,0.072,lssuplt,0104659
7,0,lssuplt,0104659
8,0,lssuplt,0104659
-6,0,lssupnh,0104659
-5,0,lssupnh,0104659
-4,0,lssupnh,0104659
-3,0.0486,lssupnh,0104659
-2,0.0277,lssupnh,0104659
-1,0.0691,lssupnh,0104659
0,0.0242,lssupnh,0104659
1,0.0328,lssupnh,0104659
2,0.0454,lssupnh,0104659
3,0.0244,lssupnh,0104659
4,0.0435,lssupnh,0104659
5,0.0332,lssupnh,0104659
6,0.0417,lssupnh,0104659
7,0,lssupnh,0104659
8,0,lssupnh,0104659
-6,0,lssupvl,0104659
-5,0,lssupvl,0104659
-4,0,lssupvl,0104659
-3,0.0075,lssupvl,0104659
-2,0.0054,lssupvl,0104659
-1,0.0051,lssupvl,0104659
0,0.0111,lssupvl,0104659
1,0.0083,lssupvl,0104659
2,0.0087,lssupvl,0104659
3,0.0055,lssupvl,0104659
4,0.0134,lssupvl,0104659
5,0.0068,lssupvl,0104659
6,0.0096,lssupvl,0104659
7,0,lssupvl,0104659
8,0,lssupvl,0104659
-6,0,ghmh,0104827
-5,0,ghmh,0104827
-4,0,ghmh,0104827
-3,0.3525,ghmh,0104827
-2,0.0364,ghmh,0104827
-1,0.0707,ghmh,0104827
0,0.0667,ghmh,0104827
1,0.0504,ghmh,0104827
2,0.0579,ghmh,0104827
3,0.0429,ghmh,0104827
4,0.0578,ghmh,0104827
5,0.0506,ghmh,0104827
6,0.0912,ghmh,0104827
7,0,ghmh,0104827
8,0,ghmh,0104827
-6,0,losat,0104827
-5,0,losat,0104827
-4,0,losat,0104827
-3,0.0242,losat,0104827
-2,0.0253,losat,0104827
-1,0.0231,losat,0104827
0,0.0271,losat,0104827
1,0.0216,losat,0104827
2,0.0275,losat,0104827
3,0.0294,losat,0104827
4,0.0303,losat,0104827
5,0.0268,losat,0104827
6,0.0394,losat,0104827
7,0,losat,0104827
8,0,losat,0104827
-6,0,losateo,0104827
-5,0,losateo,0104827
-4,0,losateo,0104827
-3,0.0179,losateo,0104827
-2,0.0283,losateo,0104827
-1,0.0156,losateo,0104827
0,0.0336,losateo,0104827
1,0.0222,losateo,0104827
2,0.0281,losateo,0104827
3,0.0234,losateo,0104827
4,0.0192,losateo,0104827
5,0.0238,losateo,0104827
6,0.0271,losateo,0104827
7,0,losateo,0104827
8,0,losateo,0104827
-6,0,losatfs,0104827
-5,0,losatfs,0104827
-4,0,losatfs,0104827
-3,0.0307,losatfs,0104827
-2,0.0275,losatfs,0104827
-1,0.0319,losatfs,0104827
0,0.0335,losatfs,0104827
1,0.0229,losatfs,0104827
2,0.0103,losatfs,0104827
3,0.0134,losatfs,0104827
4,0.0161,losatfs,0104827
5,0.0218,losatfs,0104827
6,0.0188,losatfs,0104827
7,0,losatfs,0104827
8,0,losatfs,0104827
-6,0,losatft,0104827
-5,0,losatft,0104827
-4,0,losatft,0104827
-3,0.0252,losatft,0104827
-2,0.0229,losatft,0104827
-1,0.0156,losatft,0104827
0,0.029,losatft,0104827
1,0.0161,losatft,0104827
2,0.0258,losatft,0104827
3,0.0239,losatft,0104827
4,0.0194,losatft,0104827
5,0.0675,losatft,0104827
6,0.0424,losatft,0104827
7,0,losatft,0104827
8,0,losatft,0104827
-6,0,losathl,0104827
-5,0,losathl,0104827
-4,0,losathl,0104827
-3,0.0354,losathl,0104827
-2,0.0418,losathl,0104827
-1,0.0342,losathl,0104827
0,0.0236,losathl,0104827
1,0.0224,losathl,0104827
2,0.0238,losathl,0104827
3,0.0207,losathl,0104827
4,0.0231,losathl,0104827
5,0.0217,losathl,0104827
6,0.068,losathl,0104827
7,0,losathl,0104827
8,0,losathl,0104827
-6,0,losatlc,0104827
-5,0,losatlc,0104827
-4,0,losatlc,0104827
-3,0.0026,losatlc,0104827
-2,2e-4,losatlc,0104827
-1,0.0016,losatlc,0104827
0,0.0025,losatlc,0104827
1,0.0037,losatlc,0104827
2,0.0054,losatlc,0104827
3,0.0111,losatlc,0104827
4,9e-4,losatlc,0104827
5,0.0011,losatlc,0104827
6,0.0043,losatlc,0104827
7,0,losatlc,0104827
8,0,losatlc,0104827
-6,0,losatnl,0104827
-5,0,losatnl,0104827
-4,0,losatnl,0104827
-3,6e-4,losatnl,0104827
-2,0,losatnl,0104827
-1,5e-4,losatnl,0104827
0,0,losatnl,0104827
1,0,losatnl,0104827
2,7e-4,losatnl,0104827
3,3e-4,losatnl,0104827
4,0.001,losatnl,0104827
5,8e-4,losatnl,0104827
6,0,losatnl,0104827
7,0,losatnl,0104827
8,0,losatnl,0104827
-6,0,losatsf,0104827
-5,0,losatsf,0104827
-4,0,losatsf,0104827
-3,0.0265,losatsf,0104827
-2,0.0159,losatsf,0104827
-1,0.0192,losatsf,0104827
0,0.0154,losatsf,0104827
1,0.0161,losatsf,0104827
2,0.0178,losatsf,0104827
3,0.0181,losatsf,0104827
4,0.0206,losatsf,0104827
5,0.017,losatsf,0104827
6,0.0285,losatsf,0104827
7,0,losatsf,0104827
8,0,losatsf,0104827
-6,0,losatyh,0104827
-5,0,losatyh,0104827
-4,0,losatyh,0104827
-3,0.075,losatyh,0104827
