wave,posterior,var,xwaveid
2,0.0374,losateo,0115926
3,0.0348,losateo,0115926
4,0.0644,losateo,0115926
5,0.0285,losateo,0115926
6,0.1053,losateo,0115926
7,0,losateo,0115926
8,0,losateo,0115926
-6,0,losatfs,0115926
-5,0,losatfs,0115926
-4,0,losatfs,0115926
-3,0.0239,losatfs,0115926
-2,0.0457,losatfs,0115926
-1,0.0436,losatfs,0115926
0,0.0677,losatfs,0115926
1,0.0293,losatfs,0115926
2,0.0606,losatfs,0115926
3,0.0111,losatfs,0115926
4,0.0207,losatfs,0115926
5,0.0127,losatfs,0115926
6,0.0159,losatfs,0115926
7,0,losatfs,0115926
8,0,losatfs,0115926
-6,0,losatft,0115926
-5,0,losatft,0115926
-4,0,losatft,0115926
-3,0.0415,losatft,0115926
-2,0.1424,losatft,0115926
-1,0.0181,losatft,0115926
0,0.0235,losatft,0115926
1,0.0107,losatft,0115926
2,0.0096,losatft,0115926
3,0.0101,losatft,0115926
4,0.0068,losatft,0115926
5,0.0071,losatft,0115926
6,0.0156,losatft,0115926
7,0,losatft,0115926
8,0,losatft,0115926
-6,0,losathl,0115926
-5,0,losathl,0115926
-4,0,losathl,0115926
-3,0.0136,losathl,0115926
-2,0.0054,losathl,0115926
-1,0.0117,losathl,0115926
0,0.0064,losathl,0115926
1,0.0052,losathl,0115926
2,0.0067,losathl,0115926
3,0.0058,losathl,0115926
4,0.0048,losathl,0115926
5,0.006,losathl,0115926
6,0.0101,losathl,0115926
7,0,losathl,0115926
8,0,losathl,0115926
-6,0,losatlc,0115926
-5,0,losatlc,0115926
-4,0,losatlc,0115926
-3,0.0127,losatlc,0115926
-2,0.0133,losatlc,0115926
-1,0.0193,losatlc,0115926
0,0.0104,losatlc,0115926
1,0.0172,losatlc,0115926
2,0.0265,losatlc,0115926
3,0.021,losatlc,0115926
4,0.0208,losatlc,0115926
5,0.0184,losatlc,0115926
6,0.0196,losatlc,0115926
7,0,losatlc,0115926
8,0,losatlc,0115926
-6,0,losatnl,0115926
-5,0,losatnl,0115926
-4,0,losatnl,0115926
-3,0.0205,losatnl,0115926
-2,0.0202,losatnl,0115926
-1,0.0165,losatnl,0115926
0,0.0175,losatnl,0115926
1,0.013,losatnl,0115926
2,0.0147,losatnl,0115926
3,0.012,losatnl,0115926
4,0.0155,losatnl,0115926
5,0.015,losatnl,0115926
6,0.0146,losatnl,0115926
7,0,losatnl,0115926
8,0,losatnl,0115926
-6,0,losatsf,0115926
-5,0,losatsf,0115926
-4,0,losatsf,0115926
-3,0.0188,losatsf,0115926
-2,0.0114,losatsf,0115926
-1,0.0072,losatsf,0115926
0,0.0084,losatsf,0115926
1,0.0056,losatsf,0115926
2,0.0084,losatsf,0115926
3,0.0352,losatsf,0115926
4,0.0225,losatsf,0115926
5,0.0173,losatsf,0115926
6,0.0166,losatsf,0115926
7,0,losatsf,0115926
8,0,losatsf,0115926
-6,0,losatyh,0115926
-5,0,losatyh,0115926
-4,0,losatyh,0115926
-3,0.1103,losatyh,0115926
-2,0.1295,losatyh,0115926
-1,0.0515,losatyh,0115926
0,0.0704,losatyh,0115926
1,0.0503,losatyh,0115926
2,0.0456,losatyh,0115926
3,0.0722,losatyh,0115926
4,0.0559,losatyh,0115926
5,0.062,losatyh,0115926
6,0.1246,losatyh,0115926
7,0,losatyh,0115926
8,0,losatyh,0115926
-6,0,lssupac,0115926
-5,0,lssupac,0115926
-4,0,lssupac,0115926
-3,0.0033,lssupac,0115926
-2,0.0043,lssupac,0115926
-1,0.0033,lssupac,0115926
0,0.0042,lssupac,0115926
1,0.0063,lssupac,0115926
2,0.0074,lssupac,0115926
3,0.0085,lssupac,0115926
4,0.0166,lssupac,0115926
5,0.0302,lssupac,0115926
6,0.0042,lssupac,0115926
7,0,lssupac,0115926
8,0,lssupac,0115926
-6,0,lssuplt,0115926
-5,0,lssuplt,0115926
-4,0,lssuplt,0115926
-3,0,lssuplt,0115926
-2,4e-4,lssuplt,0115926
-1,3e-4,lssuplt,0115926
0,3e-4,lssuplt,0115926
1,7e-4,lssuplt,0115926
2,0,lssuplt,0115926
3,4e-4,lssuplt,0115926
4,6e-4,lssuplt,0115926
5,3e-4,lssuplt,0115926
6,3e-4,lssuplt,0115926
7,0,lssuplt,0115926
8,0,lssuplt,0115926
-6,0,lssupnh,0115926
-5,0,lssupnh,0115926
-4,0,lssupnh,0115926
-3,0.0569,lssupnh,0115926
-2,0.0446,lssupnh,0115926
-1,0.056,lssupnh,0115926
0,0.0456,lssupnh,0115926
1,0.0616,lssupnh,0115926
2,0.0558,lssupnh,0115926
3,0.0779,lssupnh,0115926
4,0.0937,lssupnh,0115926
5,0.123,lssupnh,0115926
6,0.2591,lssupnh,0115926
7,0,lssupnh,0115926
8,0,lssupnh,0115926
-6,0,lssupvl,0115926
-5,0,lssupvl,0115926
-4,0,lssupvl,0115926
-3,0,lssupvl,0115926
-2,0,lssupvl,0115926
-1,0,lssupvl,0115926
0,1e-4,lssupvl,0115926
1,0,lssupvl,0115926
2,0,lssupvl,0115926
3,1e-4,lssupvl,0115926
4,0,lssupvl,0115926
5,1e-4,lssupvl,0115926
6,2e-4,lssupvl,0115926
7,0,lssupvl,0115926
8,0,lssupvl,0115926
-6,0,ghmh,0116122
-5,0,ghmh,0116122
-4,0,ghmh,0116122
-3,0.0869,ghmh,0116122
-2,0.13,ghmh,0116122
-1,0.0838,ghmh,0116122
0,0.0841,ghmh,0116122
1,0.0907,ghmh,0116122
2,0.0932,ghmh,0116122
3,0.1389,ghmh,0116122
4,0.1355,ghmh,0116122
5,0.0754,ghmh,0116122
6,0.121,ghmh,0116122
7,0,ghmh,0116122
8,0,ghmh,0116122
-6,0,losat,0116122
-5,0,losat,0116122
-4,0,losat,0116122
-3,0.0295,losat,0116122
-2,0.0571,losat,0116122
-1,0.0631,losat,0116122
0,0.0366,losat,0116122
1,0.037,losat,0116122
2,0.0263,losat,0116122
3,0.0244,losat,0116122
4,0.0313,losat,0116122
5,0.0426,losat,0116122
6,0.0402,losat,0116122
7,0,losat,0116122
8,0,losat,0116122
-6,0,losateo,0116122
-5,0,losateo,0116122
-4,0,losateo,0116122
-3,0.0121,losateo,0116122
-2,0.0124,losateo,0116122
-1,0.0088,losateo,0116122
0,0.0065,losateo,0116122
1,0.0114,losateo,0116122
2,0.0179,losateo,0116122
3,0.0146,losateo,0116122
4,0.0272,losateo,0116122
5,0.023,losateo,0116122
6,0.023,losateo,0116122
7,0,losateo,0116122
8,0,losateo,0116122
-6,0,losatfs,0116122
-5,0,losatfs,0116122
-4,0,losatfs,0116122
-3,0.2064,losatfs,0116122
-2,0.0714,losatfs,0116122
-1,0.109,losatfs,0116122
0,0.1988,losatfs,0116122
1,0.1115,losatfs,0116122
2,0.1211,losatfs,0116122
3,0.0935,losatfs,0116122
4,0.0678,losatfs,0116122
5,0.0909,losatfs,0116122
6,0.1,losatfs,0116122
7,0,losatfs,0116122
8,0,losatfs,0116122
-6,0,losatft,0116122
-5,0,losatft,0116122
-4,0,losatft,0116122
-3,0.0902,losatft,0116122
-2,0.1455,losatft,0116122
-1,0.044,losatft,0116122
0,0.0256,losatft,0116122
1,0.0407,losatft,0116122
2,0.0289,losatft,0116122
3,0.0311,losatft,0116122
4,0.0257,losatft,0116122
5,0.0354,losatft,0116122
6,0.0472,losatft,0116122
7,0,losatft,0116122
8,0,losatft,0116122
-6,0,losathl,0116122
-5,0,losathl,0116122
-4,0,losathl,0116122
-3,0.1121,losathl,0116122
-2,0.0199,losathl,0116122
-1,0.2412,losathl,0116122
0,0.091,losathl,0116122
1,0.0789,losathl,0116122
2,0.0832,losathl,0116122
3,0.0605,losathl,0116122
4,0.0575,losathl,0116122
5,0.0437,losathl,0116122
6,0.0591,losathl,0116122
7,0,losathl,0116122
8,0,losathl,0116122
-6,0,losatlc,0116122
-5,0,losatlc,0116122
-4,0,losatlc,0116122
-3,0.0406,losatlc,0116122
-2,0.0304,losatlc,0116122
-1,0.0219,losatlc,0116122
0,0.0176,losatlc,0116122
1,0.0229,losatlc,0116122
2,0.0115,losatlc,0116122
3,0.0101,losatlc,0116122
4,0.0094,losatlc,0116122
5,0.0129,losatlc,0116122
6,0.0133,losatlc,0116122
7,0,losatlc,0116122
8,0,losatlc,0116122
-6,0,losatnl,0116122
-5,0,losatnl,0116122
-4,0,losatnl,0116122
-3,0.042,losatnl,0116122
-2,0.0339,losatnl,0116122
-1,0.0188,losatnl,0116122
0,0.0169,losatnl,0116122
1,0.0194,losatnl,0116122
2,0.0209,losatnl,0116122
3,0.0172,losatnl,0116122
4,0.0141,losatnl,0116122
5,0.0315,losatnl,0116122
6,0.0375,losatnl,0116122
7,0,losatnl,0116122
8,0,losatnl,0116122
-6,0,losatsf,0116122
-5,0,losatsf,0116122
-4,0,losatsf,0116122
-3,0.0409,losatsf,0116122
-2,0.0384,losatsf,0116122
-1,0.0458,losatsf,0116122
0,0.0383,losatsf,0116122
1,0.0419,losatsf,0116122
2,0.0398,losatsf,0116122
3,0.0432,losatsf,0116122
4,0.0385,losatsf,0116122
5,0.0464,losatsf,0116122
6,0.0398,losatsf,0116122
7,0,losatsf,0116122
8,0,losatsf,0116122
-6,0,losatyh,0116122
-5,0,losatyh,0116122
-4,0,losatyh,0116122
-3,0.0602,losatyh,0116122
-2,0.0836,losatyh,0116122
-1,0.1763,losatyh,0116122
0,0.0726,losatyh,0116122
1,0.0771,losatyh,0116122
2,0.0711,losatyh,0116122
3,0.0636,losatyh,0116122
4,0.1236,losatyh,0116122
5,0.042,losatyh,0116122
6,0.0758,losatyh,0116122
7,0,losatyh,0116122
8,0,losatyh,0116122
-6,0,lssupac,0116122
-5,0,lssupac,0116122
-4,0,lssupac,0116122
-3,7e-4,lssupac,0116122
-2,1e-4,lssupac,0116122
-1,1e-4,lssupac,0116122
0,8e-4,lssupac,0116122
1,0,lssupac,0116122
2,2e-4,lssupac,0116122
3,5e-4,lssupac,0116122
4,0,lssupac,0116122
5,0,lssupac,0116122
6,1e-4,lssupac,0116122
7,0,lssupac,0116122
8,0,lssupac,0116122
-6,0,lssuplt,0116122
-5,0,lssuplt,0116122
-4,0,lssuplt,0116122
-3,9e-4,lssuplt,0116122
-2,0,lssuplt,0116122
-1,2e-4,lssuplt,0116122
0,1e-4,lssuplt,0116122
1,0,lssuplt,0116122
2,0,lssuplt,0116122
3,0,lssuplt,0116122
4,2e-4,lssuplt,0116122
5,4e-4,lssuplt,0116122
6,1e-4,lssuplt,0116122
7,0,lssuplt,0116122
8,0,lssuplt,0116122
-6,0,lssupnh,0116122
-5,0,lssupnh,0116122
-4,0,lssupnh,0116122
-3,0.152,lssupnh,0116122
-2,0.0593,lssupnh,0116122
-1,0.1164,lssupnh,0116122
0,0.0997,lssupnh,0116122
1,0.0509,lssupnh,0116122
2,0.4338,lssupnh,0116122
3,0.0797,lssupnh,0116122
4,0.1433,lssupnh,0116122
5,0.1267,lssupnh,0116122
6,0.3281,lssupnh,0116122
7,0,lssupnh,0116122
8,0,lssupnh,0116122
-6,0,lssupvl,0116122
-5,0,lssupvl,0116122
-4,0,lssupvl,0116122
-3,0.0138,lssupvl,0116122
-2,0.0119,lssupvl,0116122
-1,0.0108,lssupvl,0116122
0,0.0159,lssupvl,0116122
1,0.0087,lssupvl,0116122
2,0.0109,lssupvl,0116122
3,0.02,lssupvl,0116122
4,0.0111,lssupvl,0116122
5,0.0182,lssupvl,0116122
6,0.0139,lssupvl,0116122
7,0,lssupvl,0116122
8,0,lssupvl,0116122
-6,0,ghmh,0116484
-5,0,ghmh,0116484
-4,0,ghmh,0116484
-3,0.0025,ghmh,0116484
-2,0.0022,ghmh,0116484
-1,0.002,ghmh,0116484
0,0.0018,ghmh,0116484
1,0.0022,ghmh,0116484
2,0.0023,ghmh,0116484
3,0.0021,ghmh,0116484
4,0.0028,ghmh,0116484
5,0.002,ghmh,0116484
6,0.0038,ghmh,0116484
7,0,ghmh,0116484
8,0,ghmh,0116484
-6,0,losat,0116484
-5,0,losat,0116484
-4,0,losat,0116484
-3,0.026,losat,0116484
-2,0.0241,losat,0116484
-1,0.0214,losat,0116484
0,0.0259,losat,0116484
1,0.0222,losat,0116484
2,0.0261,losat,0116484
3,0.0304,losat,0116484
4,0.0294,losat,0116484
5,0.0423,losat,0116484
6,0.0506,losat,0116484
7,0,losat,0116484
8,0,losat,0116484
-6,0,losateo,0116484
-5,0,losateo,0116484
-4,0,losateo,0116484
-3,0.0892,losateo,0116484
-2,0.0717,losateo,0116484
-1,0.0966,losateo,0116484
0,0.0995,losateo,0116484
1,0.1394,losateo,0116484
2,0.0528,losateo,0116484
3,0.0978,losateo,0116484
4,0.064,losateo,0116484
5,0.0795,losateo,0116484
6,0.0864,losateo,0116484
7,0,losateo,0116484
8,0,losateo,0116484
-6,0,losatfs,0116484
-5,0,losatfs,0116484
-4,0,losatfs,0116484
-3,0.1057,losatfs,0116484
-2,0.1013,losatfs,0116484
-1,0.1157,losatfs,0116484
0,0.2047,losatfs,0116484
1,0.074,losatfs,0116484
2,0.0687,losatfs,0116484
3,0.0794,losatfs,0116484
4,0.0583,losatfs,0116484
5,0.0866,losatfs,0116484
6,0.061,losatfs,0116484
7,0,losatfs,0116484
8,0,losatfs,0116484
-6,0,losatft,0116484
-5,0,losatft,0116484
-4,0,losatft,0116484
-3,0.1743,losatft,0116484
-2,0.0905,losatft,0116484
-1,0.0787,losatft,0116484
0,0.0921,losatft,0116484
1,0.0607,losatft,0116484
2,0.0867,losatft,0116484
3,0.0611,losatft,0116484
4,0.0596,losatft,0116484
5,0.0643,losatft,0116484
6,0.0867,losatft,0116484
7,0,losatft,0116484
8,0,losatft,0116484
-6,0,losathl,0116484
-5,0,losathl,0116484
-4,0,losathl,0116484
-3,0.0409,losathl,0116484
-2,0.0292,losathl,0116484
-1,0.0196,losathl,0116484
0,0.0156,losathl,0116484
1,0.0175,losathl,0116484
2,0.0132,losathl,0116484
3,0.0143,losathl,0116484
4,0.0117,losathl,0116484
5,0.0172,losathl,0116484
6,0.0213,losathl,0116484
7,0,losathl,0116484
8,0,losathl,0116484
-6,0,losatlc,0116484
-5,0,losatlc,0116484
-4,0,losatlc,0116484
-3,0.0181,losatlc,0116484
-2,0.0111,losatlc,0116484
-1,0.0118,losatlc,0116484
0,0.0062,losatlc,0116484
1,0.0139,losatlc,0116484
2,0.0134,losatlc,0116484
3,0.0332,losatlc,0116484
4,0.026,losatlc,0116484
5,0.0296,losatlc,0116484
6,0.0156,losatlc,0116484
7,0,losatlc,0116484
8,0,losatlc,0116484
-6,0,losatnl,0116484
-5,0,losatnl,0116484
-4,0,losatnl,0116484
-3,0.2324,losatnl,0116484
-2,0.0678,losatnl,0116484
-1,0.0921,losatnl,0116484
0,0.1148,losatnl,0116484
1,0.064,losatnl,0116484
2,0.0498,losatnl,0116484
3,0.0987,losatnl,0116484
4,0.0557,losatnl,0116484
5,0.0917,losatnl,0116484
6,0.0617,losatnl,0116484
7,0,losatnl,0116484
8,0,losatnl,0116484
-6,0,losatsf,0116484
-5,0,losatsf,0116484
-4,0,losatsf,0116484
-3,0.32,losatsf,0116484
-2,0.1071,losatsf,0116484
-1,0.1101,losatsf,0116484
0,0.1023,losatsf,0116484
1,0.1257,losatsf,0116484
2,0.2619,losatsf,0116484
3,0.088,losatsf,0116484
4,0.1077,losatsf,0116484
5,0.2523,losatsf,0116484
6,0.1765,losatsf,0116484
7,0,losatsf,0116484
8,0,losatsf,0116484
-6,0,losatyh,0116484
-5,0,losatyh,0116484
-4,0,losatyh,0116484
-3,0.1167,losatyh,0116484
-2,0.069,losatyh,0116484
-1,0.0655,losatyh,0116484
0,0.0661,losatyh,0116484
1,0.0639,losatyh,0116484
2,0.0602,losatyh,0116484
3,0.1035,losatyh,0116484
4,0.0849,losatyh,0116484
5,0.064,losatyh,0116484
6,0.0914,losatyh,0116484
7,0,losatyh,0116484
8,0,losatyh,0116484
-6,0,lssupac,0116484
-5,0,lssupac,0116484
-4,0,lssupac,0116484
-3,0.0174,lssupac,0116484
-2,0.0093,lssupac,0116484
-1,0.0086,lssupac,0116484
0,0.0312,lssupac,0116484
1,0.0181,lssupac,0116484
2,0.0134,lssupac,0116484
3,0.0113,lssupac,0116484
4,0.0088,lssupac,0116484
5,0.0137,lssupac,0116484
6,0.0101,lssupac,0116484
7,0,lssupac,0116484
8,0,lssupac,0116484
-6,0,lssuplt,0116484
-5,0,lssuplt,0116484
-4,0,lssuplt,0116484
-3,0.0198,lssuplt,0116484
-2,0.0167,lssuplt,0116484
-1,0.0108,lssuplt,0116484
0,0.0312,lssuplt,0116484
1,0.0184,lssuplt,0116484
2,0.017,lssuplt,0116484
3,0.014,lssuplt,0116484
4,0.0131,lssuplt,0116484
5,0.0131,lssuplt,0116484
6,0.0184,lssuplt,0116484
7,0,lssuplt,0116484
8,0,lssuplt,0116484
-6,0,lssupnh,0116484
-5,0,lssupnh,0116484
-4,0,lssupnh,0116484
-3,0.0288,lssupnh,0116484
-2,0.0228,lssupnh,0116484
-1,0.0173,lssupnh,0116484
0,0.0434,lssupnh,0116484
1,0.0345,lssupnh,0116484
2,0.0281,lssupnh,0116484
3,0.0239,lssupnh,0116484
4,0.0231,lssupnh,0116484
5,0.0176,lssupnh,0116484
6,0.0172,lssupnh,0116484
7,0,lssupnh,0116484
8,0,lssupnh,0116484
-6,0,lssupvl,0116484
-5,0,lssupvl,0116484
-4,0,lssupvl,0116484
-3,0.0028,lssupvl,0116484
-2,0.002,lssupvl,0116484
-1,0.0011,lssupvl,0116484
0,0.006,lssupvl,0116484
1,0.0041,lssupvl,0116484
2,0.0031,lssupvl,0116484
3,3e-4,lssupvl,0116484
4,0.0025,lssupvl,0116484
5,0.0028,lssupvl,0116484
6,0.0053,lssupvl,0116484
7,0,lssupvl,0116484
8,0,lssupvl,0116484
-6,0,ghmh,0117064
-5,0,ghmh,0117064
-4,0,ghmh,0117064
-3,0.0642,ghmh,0117064
-2,0.0724,ghmh,0117064
-1,0.0505,ghmh,0117064
0,0.0396,ghmh,0117064
1,0.1979,ghmh,0117064
2,0.096,ghmh,0117064
3,0.0997,ghmh,0117064
4,0.0739,ghmh,0117064
5,0.1878,ghmh,0117064
6,0.1304,ghmh,0117064
7,0,ghmh,0117064
8,0,ghmh,0117064
-6,0,losat,0117064
-5,0,losat,0117064
-4,0,losat,0117064
-3,0.8811,losat,0117064
-2,0.0856,losat,0117064
-1,0.2451,losat,0117064
0,0.1429,losat,0117064
1,0.3608,losat,0117064
2,0.4145,losat,0117064
3,0.2582,losat,0117064
4,0.1605,losat,0117064
5,0.4242,losat,0117064
6,0.1073,losat,0117064
7,0,losat,0117064
8,0,losat,0117064
-6,0,losateo,0117064
-5,0,losateo,0117064
-4,0,losateo,0117064
-3,0.0623,losateo,0117064
-2,0.0576,losateo,0117064
-1,0.0658,losateo,0117064
0,0.0626,losateo,0117064
1,0.0626,losateo,0117064
2,0.0411,losateo,0117064
3,0.0789,losateo,0117064
4,0.0446,losateo,0117064
5,0.0693,losateo,0117064
6,0.0587,losateo,0117064
7,0,losateo,0117064
8,0,losateo,0117064
-6,0,losatfs,0117064
-5,0,losatfs,0117064
-4,0,losatfs,0117064
-3,0.1273,losatfs,0117064
-2,0.09,losatfs,0117064
-1,0.1297,losatfs,0117064
0,0.1153,losatfs,0117064
1,0.0798,losatfs,0117064
2,0.1169,losatfs,0117064
3,0.0724,losatfs,0117064
4,0.0841,losatfs,0117064
5,0.0708,losatfs,0117064
6,0.0786,losatfs,0117064
7,0,losatfs,0117064
8,0,losatfs,0117064
-6,0,losatft,0117064
-5,0,losatft,0117064
-4,0,losatft,0117064
-3,0.0855,losatft,0117064
-2,0.0325,losatft,0117064
-1,0.053900000000000003,losatft,0117064
0,0.0254,losatft,0117064
1,0.0279,losatft,0117064
2,0.0256,losatft,0117064
3,0.0194,losatft,0117064
4,0.0378,losatft,0117064
5,0.0209,losatft,0117064
6,0.0381,losatft,0117064
7,0,losatft,0117064
8,0,losatft,0117064
-6,0,losathl,0117064
-5,0,losathl,0117064
-4,0,losathl,0117064
-3,0.0659,losathl,0117064
-2,0.0553,losathl,0117064
-1,0.0835,losathl,0117064
0,0.0508,losathl,0117064
1,0.0887,losathl,0117064
2,0.062,losathl,0117064
3,0.092,losathl,0117064
4,0.0622,losathl,0117064
5,0.1278,losathl,0117064
6,0.0844,losathl,0117064
7,0,losathl,0117064
8,0,losathl,0117064
-6,0,losatlc,0117064
-5,0,losatlc,0117064
-4,0,losatlc,0117064
-3,0.0939,losatlc,0117064
-2,0.0397,losatlc,0117064
-1,0.0504,losatlc,0117064
0,0.0476,losatlc,0117064
1,0.0429,losatlc,0117064
2,0.0408,losatlc,0117064
3,0.0436,losatlc,0117064
4,0.0379,losatlc,0117064
5,0.0544,losatlc,0117064
6,0.0734,losatlc,0117064
7,0,losatlc,0117064
8,0,losatlc,0117064
-6,0,losatnl,0117064
-5,0,losatnl,0117064
-4,0,losatnl,0117064
-3,0.0724,losatnl,0117064
-2,0.0444,losatnl,0117064
-1,0.065,losatnl,0117064
0,0.0512,losatnl,0117064
1,0.0585,losatnl,0117064
2,0.0406,losatnl,0117064
3,0.0717,losatnl,0117064
4,0.0629,losatnl,0117064
5,0.046,losatnl,0117064
6,0.1206,losatnl,0117064
7,0,losatnl,0117064
8,0,losatnl,0117064
-6,0,losatsf,0117064
-5,0,losatsf,0117064
-4,0,losatsf,0117064
-3,0.0285,losatsf,0117064
-2,0.0236,losatsf,0117064
-1,0.0322,losatsf,0117064
0,0.0256,losatsf,0117064
1,0.0258,losatsf,0117064
2,0.0284,losatsf,0117064
3,0.0624,losatsf,0117064
4,0.0503,losatsf,0117064
5,0.0699,losatsf,0117064
6,0.0429,losatsf,0117064
7,0,losatsf,0117064
8,0,losatsf,0117064
-6,0,losatyh,0117064
-5,0,losatyh,0117064
-4,0,losatyh,0117064
-3,0.3092,losatyh,0117064
-2,0.1008,losatyh,0117064
-1,0.1286,losatyh,0117064
0,0.1011,losatyh,0117064
1,0.0965,losatyh,0117064
2,0.122,losatyh,0117064
3,0.1553,losatyh,0117064
4,0.2134,losatyh,0117064
5,0.0885,losatyh,0117064
6,0.11,losatyh,0117064
7,0,losatyh,0117064
8,0,losatyh,0117064
-6,0,lssupac,0117064
-5,0,lssupac,0117064
-4,0,lssupac,0117064
-3,0.05,lssupac,0117064
-2,0.2578,lssupac,0117064
-1,0.2388,lssupac,0117064
0,0.1931,lssupac,0117064
1,0.1161,lssupac,0117064
2,0.1394,lssupac,0117064
3,0.0944,lssupac,0117064
4,0.0856,lssupac,0117064
5,0.0904,lssupac,0117064
6,0.0981,lssupac,0117064
7,0,lssupac,0117064
8,0,lssupac,0117064
-6,0,lssuplt,0117064
-5,0,lssuplt,0117064
-4,0,lssuplt,0117064
-3,0.0793,lssuplt,0117064
-2,0.3679,lssuplt,0117064
-1,0.2284,lssuplt,0117064
0,0.4611,lssuplt,0117064
1,0.1342,lssuplt,0117064
2,0.2445,lssuplt,0117064
3,0.1737,lssuplt,0117064
4,0.2936,lssuplt,0117064
5,0.1062,lssuplt,0117064
6,0.733,lssuplt,0117064
7,0,lssuplt,0117064
8,0,lssuplt,0117064
-6,0,lssupnh,0117064
-5,0,lssupnh,0117064
-4,0,lssupnh,0117064
-3,0.1152,lssupnh,0117064
-2,0.0946,lssupnh,0117064
-1,0.1129,lssupnh,0117064
0,0.2224,lssupnh,0117064
1,0.0494,lssupnh,0117064
2,0.1269,lssupnh,0117064
3,0.0647,lssupnh,0117064
4,0.0667,lssupnh,0117064
5,0.0579,lssupnh,0117064
6,0.0847,lssupnh,0117064
7,0,lssupnh,0117064
8,0,lssupnh,0117064
-6,0,lssupvl,0117064
-5,0,lssupvl,0117064
-4,0,lssupvl,0117064
-3,0.0471,lssupvl,0117064
-2,0.0328,lssupvl,0117064
-1,0.0345,lssupvl,0117064
0,0.0443,lssupvl,0117064
1,0.3078,lssupvl,0117064
2,0.1799,lssupvl,0117064
3,0.2538,lssupvl,0117064
4,0.0911,lssupvl,0117064
5,0.0975,lssupvl,0117064
6,0.1105,lssupvl,0117064
7,0,lssupvl,0117064
8,0,lssupvl,0117064
-6,0,ghmh,0117074
-5,0,ghmh,0117074
-4,0,ghmh,0117074
-3,0.018,ghmh,0117074
-2,0.0115,ghmh,0117074
-1,0.0144,ghmh,0117074
0,0.0132,ghmh,0117074
1,0.0156,ghmh,0117074
2,0.0112,ghmh,0117074
3,0.0194,ghmh,0117074
4,0.0137,ghmh,0117074
5,0.017,ghmh,0117074
6,0.0198,ghmh,0117074
7,0,ghmh,0117074
8,0,ghmh,0117074
-6,0,losat,0117074
-5,0,losat,0117074
-4,0,losat,0117074
-3,0.022,losat,0117074
-2,0.0281,losat,0117074
-1,0.0235,losat,0117074
0,0.0784,losat,0117074
1,0.0323,losat,0117074
2,0.0781,losat,0117074
3,0.0256,losat,0117074
4,0.1192,losat,0117074
5,0.0147,losat,0117074
6,0.0392,losat,0117074
7,0,losat,0117074
8,0,losat,0117074
-6,0,losateo,0117074
-5,0,losateo,0117074
-4,0,losateo,0117074
-3,0.0428,losateo,0117074
-2,0.0816,losateo,0117074
-1,0.1073,losateo,0117074
0,0.175,losateo,0117074
1,0.0583,losateo,0117074
2,0.0801,losateo,0117074
3,0.0753,losateo,0117074
4,0.1856,losateo,0117074
5,0.0432,losateo,0117074
6,0.051,losateo,0117074
7,0,losateo,0117074
8,0,losateo,0117074
-6,0,losatfs,0117074
-5,0,losatfs,0117074
-4,0,losatfs,0117074
-3,0.1017,losatfs,0117074
-2,0.0606,losatfs,0117074
-1,0.0753,losatfs,0117074
0,0.0548,losatfs,0117074
1,0.0835,losatfs,0117074
2,0.0665,losatfs,0117074
3,0.0442,losatfs,0117074
4,0.1113,losatfs,0117074
5,0.0443,losatfs,0117074
6,0.0567,losatfs,0117074
7,0,losatfs,0117074
8,0,losatfs,0117074
-6,0,losatft,0117074
-5,0,losatft,0117074
-4,0,losatft,0117074
-3,0.0193,losatft,0117074
-2,0.0139,losatft,0117074
-1,0.0244,losatft,0117074
0,0.0199,losatft,0117074
1,0.0172,losatft,0117074
2,0.0151,losatft,0117074
3,0.0267,losatft,0117074
4,0.0393,losatft,0117074
5,0.021,losatft,0117074
6,0.0198,losatft,0117074
7,0,losatft,0117074
8,0,losatft,0117074
-6,0,losathl,0117074
-5,0,losathl,0117074
-4,0,losathl,0117074
-3,0.0117,losathl,0117074
-2,0.0077,losathl,0117074
-1,0.0124,losathl,0117074
0,0.0135,losathl,0117074
1,0.0082,losathl,0117074
2,0.0111,losathl,0117074
3,0.0095,losathl,0117074
4,0.014,losathl,0117074
5,0.0064,losathl,0117074
6,0.0099,losathl,0117074
7,0,losathl,0117074
8,0,losathl,0117074
-6,0,losatlc,0117074
-5,0,losatlc,0117074
-4,0,losatlc,0117074
-3,0.2304,losatlc,0117074
-2,0.056,losatlc,0117074
-1,0.101,losatlc,0117074
0,0.0598,losatlc,0117074
1,0.0722,losatlc,0117074
2,0.0715,losatlc,0117074
3,0.0679,losatlc,0117074
4,0.1028,losatlc,0117074
5,0.1897,losatlc,0117074
6,0.1402,losatlc,0117074
7,0,losatlc,0117074
8,0,losatlc,0117074
-6,0,losatnl,0117074
-5,0,losatnl,0117074
-4,0,losatnl,0117074
-3,0.1147,losatnl,0117074
-2,0.1118,losatnl,0117074
-1,0.0852,losatnl,0117074
0,0.1832,losatnl,0117074
1,0.1142,losatnl,0117074
2,0.1194,losatnl,0117074
3,0.1069,losatnl,0117074
4,0.312,losatnl,0117074
5,0.0529,losatnl,0117074
6,0.1875,losatnl,0117074
7,0,losatnl,0117074
8,0,losatnl,0117074
-6,0,losatsf,0117074
-5,0,losatsf,0117074
-4,0,losatsf,0117074
